Time (ms),Measured Pitch,Commanded Pitch
21750.0,0.03,0.0
21761.0,0.04,0.0
21770.0,0.09,0.0
21780.0,0.06,0.0
21789.0,-0.01,0.0
21798.0,-0.09,0.0
21809.0,-0.07,0.0
21818.0,-0.09,0.0
21828.0,-0.04,0.0
21837.0,-0.06,0.0
21847.0,-0.07,0.0
21857.0,-0.1,0.0
21866.0,-0.1,0.0
21876.0,-0.1,0.0
21885.0,-0.07,0.0
21895.0,-0.07,0.0
21905.0,-0.0,0.0
21914.0,-0.02,0.0
21924.0,-0.03,0.0
21934.0,-0.07,0.0
21943.0,-0.07,0.0
21953.0,-0.04,0.0
21962.0,-0.04,0.0
21972.0,-0.07,0.0
21982.0,-0.1,0.0
21991.0,-0.08,0.0
22001.0,-0.02,0.0
22010.0,-0.02,0.0
22021.0,-0.11,0.0
22030.0,-0.11,0.0
22039.0,-0.04,0.0
22049.0,-0.02,0.0
22059.0,-0.08,0.0
22069.0,-0.1,0.0
22078.0,-0.04,0.0
22087.0,0.02,0.0
22097.0,0.03,0.0
22107.0,-0.04,0.0
22117.0,-0.09,0.0
22126.0,-0.05,0.0
22135.0,-0.02,0.0
22146.0,-0.08,0.0
22155.0,-0.12,0.0
22164.0,-0.06,0.0
22174.0,-0.01,0.0
22183.0,0.02,0.0
22194.0,-0.04,0.0
22203.0,-0.03,0.0
22212.0,0.03,0.0
22222.0,-0.03,0.0
22232.0,-0.1,0.0
22242.0,-0.09,0.0
22251.0,-0.11,0.0
22260.0,-0.12,0.0
22270.0,-0.2,0.0
22280.0,-0.16,0.0
22290.0,-0.12,0.0
22299.0,-0.1,0.0
22308.0,-0.13,0.0
22319.0,-0.2,0.0
22328.0,-0.25,0.0
22338.0,-0.23,0.0
22347.0,-0.13,0.0
22356.0,-0.11,0.0
22367.0,-0.12,0.0
22376.0,-0.07,0.0
22386.0,-0.1,0.0
22395.0,-0.11,0.0
22405.0,-0.08,0.0
22415.0,-0.07,0.0
22424.0,-0.07,0.0
22434.0,-0.11,0.0
22444.0,-0.12,0.0
22453.0,-0.13,0.0
22463.0,-0.14,0.0
22472.0,-0.12,0.0
22482.0,-0.05,0.0
22492.0,-0.05,0.0
22501.0,-0.12,0.0
22511.0,-0.13,0.0
22520.0,-0.06,0.0
22531.0,-0.02,0.0
22540.0,-0.1,0.0
22549.0,-0.15,0.0
22559.0,-0.09,0.0
22568.0,-0.04,0.0
22579.0,-0.1,0.0
22588.0,-0.16,0.0
22597.0,-0.08,0.0
22607.0,-0.01,0.0
22617.0,0.06,0.0
22626.0,0.02,0.0
22636.0,-0.06,0.0
22645.0,-0.05,0.0
22656.0,0.02,0.0
22665.0,-0.02,0.0
22674.0,-0.09,0.0
22684.0,-0.07,0.0
22693.0,-0.01,0.0
22704.0,0.02,0.0
22713.0,-0.07,0.0
22722.0,-0.12,0.0
22732.0,-0.06,0.0
22742.0,-0.06,0.0
22752.0,-0.07,0.0
22761.0,-0.06,0.0
22770.0,-0.02,0.0
22780.0,0.04,0.0
22790.0,-0.05,0.0
22800.0,-0.11,0.0
22809.0,-0.09,0.0
22818.0,-0.04,0.0
22829.0,-0.02,0.0
22838.0,-0.06,0.0
22848.0,-0.11,0.0
22857.0,-0.1,0.0
22866.0,-0.02,0.0
22877.0,-0.0,0.0
22886.0,-0.01,0.0
22896.0,-0.06,0.0
22905.0,-0.09,0.0
22915.0,-0.07,0.0
22925.0,-0.01,0.0
22934.0,-0.0,0.0
22944.0,-0.06,0.0
22953.0,-0.1,0.0
22963.0,-0.08,0.0
22973.0,-0.02,0.0
22982.0,-0.0,0.0
22992.0,-0.09,0.0
23002.0,-0.13,0.0
23011.0,-0.07,0.0
23021.0,-0.0,0.0
23030.0,-0.06,0.0
23040.0,-0.13,0.0
23050.0,-0.11,0.0
23059.0,-0.04,0.0
23069.0,0.02,0.0
23078.0,-0.03,0.0
23088.0,-0.07,0.0
23098.0,0.0,0.0
23107.0,0.06,0.0
23117.0,-0.0,0.0
23127.0,-0.08,0.0
23136.0,-0.04,0.0
23146.0,0.02,0.0
23155.0,0.09,0.0
23165.0,0.05,0.0
23175.0,-0.02,0.0
23184.0,-0.01,0.0
23194.0,0.05,0.0
23203.0,0.04,0.0
23214.0,-0.03,0.0
23223.0,-0.02,0.0
23232.0,0.05,0.0
23242.0,-0.02,0.0
23251.0,-0.04,0.0
23262.0,-0.07,0.0
23271.0,-0.09,0.0
23280.0,-0.14,0.0
23290.0,-0.1,0.0
23300.0,-0.06,0.0
23310.0,-0.02,0.0
23319.0,-0.11,0.0
23328.0,-0.11,0.0
23339.0,-0.07,0.0
23348.0,-0.0,0.0
23358.0,-0.02,0.0
23367.0,-0.13,0.0
23376.0,-0.2,0.0
23387.0,-0.23,0.0
23396.0,-0.13,0.0
23405.0,-0.06,0.0
23415.0,-0.05,0.0
23425.0,-0.06,0.0
23435.0,-0.12,0.0
23444.0,-0.12,0.0
23453.0,-0.11,0.0
23463.0,-0.07,0.0
23473.0,-0.07,0.0
23483.0,-0.16,0.0
23492.0,-0.19,0.0
23501.0,-0.18,0.0
23512.0,-0.11,0.0
23521.0,-0.1,0.0
23531.0,-0.1,0.0
23540.0,-0.11,0.0
23549.0,-0.12,0.0
23560.0,-0.17,0.0
23569.0,-0.16,0.0
23579.0,-0.09,0.0
23588.0,-0.06,0.0
23598.0,-0.12,0.0
23608.0,-0.17,0.0
23617.0,-0.1,0.0
23627.0,-0.07,0.0
23636.0,-0.12,0.0
23646.0,-0.14,0.0
23656.0,-0.08,0.0
23665.0,-0.03,0.0
23675.0,-0.11,0.0
23685.0,-0.14,0.0
23694.0,-0.13,0.0
23704.0,-0.09,0.0
23713.0,-0.03,0.0
23724.0,-0.08,0.0
23733.0,-0.12,0.0
23742.0,-0.06,0.0
23752.0,-0.02,0.0
23761.0,-0.02,0.0
23771.0,-0.03,0.0
23781.0,-0.02,0.0
23790.0,0.02,0.0
23800.0,0.06,0.0
23810.0,-0.06,0.0
23819.0,-0.14,0.0
23829.0,-0.13,0.0
23838.0,-0.08,0.0
23848.0,-0.07,0.0
23858.0,-0.1,0.0
23867.0,-0.18,0.0
23877.0,-0.16,0.0
23886.0,-0.1,0.0
23897.0,-0.06,0.0
23906.0,-0.09,0.0
23915.0,-0.18,0.0
23925.0,-0.19,0.0
23934.0,-0.14,0.0
23945.0,-0.1,0.0
23954.0,-0.05,0.0
23963.0,-0.08,0.0
23973.0,-0.14,0.0
23983.0,-0.13,0.0
23993.0,-0.06,0.0
24002.0,-0.04,0.0
24011.0,-0.11,0.0
24022.0,-0.13,0.0
24031.0,-0.08,0.0
24041.0,-0.03,0.0
24050.0,-0.12,0.0
24059.0,-0.16,0.0
24070.0,-0.09,0.0
24079.0,-0.03,0.0
24089.0,0.02,0.0
24098.0,-0.04,0.0
24108.0,-0.06,0.0
24118.0,-0.01,0.0
24127.0,0.05,0.0
24137.0,-0.01,0.0
24146.0,-0.09,0.0
24156.0,-0.06,0.0
24166.0,0.01,0.0
24175.0,-0.03,0.0
24185.0,-0.07,0.0
24195.0,-0.02,0.0
24204.0,0.04,0.0
24214.0,-0.04,0.0
24223.0,-0.06,0.0
24233.0,-0.11,0.0
24243.0,-0.07,0.0
24252.0,-0.02,0.0
24262.0,0.01,0.0
24271.0,-0.02,0.0
24281.0,-0.03,0.0
24291.0,-0.07,0.0
24300.0,-0.06,0.0
24310.0,-0.05,0.0
24320.0,-0.01,0.0
24329.0,-0.0,0.0
24339.0,-0.05,0.0
24348.0,-0.03,0.0
24358.0,0.02,0.0
24368.0,0.07,0.0
24377.0,-0.0,0.0
24387.0,-0.06,0.0
24396.0,-0.09,0.0
24407.0,-0.03,0.0
24416.0,0.01,0.0
24425.0,0.02,0.0
24435.0,-0.04,0.0
24444.0,-0.09,0.0
24455.0,-0.1,0.0
24464.0,-0.04,0.0
24473.0,0.0,0.0
24483.0,0.01,0.0
24493.0,0.01,0.0
24503.0,-0.02,0.0
24512.0,-0.04,0.0
24521.0,-0.05,0.0
24531.0,-0.08,0.0
24541.0,-0.08,0.0
24551.0,-0.04,0.0
24560.0,-0.05,0.0
24569.0,-0.08,0.0
24580.0,-0.15,0.0
24589.0,-0.12,0.0
24599.0,-0.05,0.0
24608.0,-0.06,0.0
24617.0,-0.11,0.0
24628.0,-0.15,0.0
24637.0,-0.07,0.0
24647.0,-0.02,0.0
24656.0,-0.11,0.0
24666.0,-0.14,0.0
24676.0,-0.07,0.0
24685.0,-0.01,0.0
24695.0,-0.1,0.0
24705.0,-0.18,0.0
24714.0,-0.11,0.0
24724.0,-0.04,0.0
24733.0,-0.09,0.0
24742.0,-0.16,0.0
24753.0,-0.21,0.0
24762.0,-0.15,0.0
24772.0,-0.1,0.0
24781.0,-0.08,0.0
24791.0,-0.09,0.0
24801.0,-0.09,0.0
24810.0,-0.17,0.0
24820.0,-0.14,0.0
24829.0,-0.11,0.0
24839.0,-0.12,0.0
24849.0,-0.16,0.0
24858.0,-0.23,0.0
24868.0,-0.26,0.0
24878.0,-0.2,0.0
24887.0,-0.17,0.0
24897.0,-0.16,0.0
24906.0,-0.23,0.0
24916.0,-0.26,0.0
24926.0,-0.29,0.0
24935.0,-0.24,0.0
24945.0,-0.23,0.0
24954.0,-0.22,0.0
24965.0,-0.27,0.0
24974.0,-0.27,0.0
24983.0,-0.26,0.0
24993.0,-0.23,0.0
25003.0,-0.21,0.0
25013.0,-0.21,0.0
25022.0,-0.19,0.0
25031.0,-0.2,0.0
25041.0,-0.23,0.0
25051.0,-0.2,0.0
25061.0,-0.17,0.0
25070.0,-0.11,0.0
25079.0,-0.14,0.0
25090.0,-0.2,0.0
25099.0,-0.16,0.0
25109.0,-0.09,0.0
25118.0,-0.13,0.0
25127.0,-0.19,0.0
25138.0,-0.14,0.0
25147.0,-0.07,0.0
25157.0,-0.0,0.0
25166.0,-0.07,0.0
25176.0,-0.09,0.0
25186.0,-0.02,0.0
25195.0,0.03,0.0
25204.0,-0.05,0.0
25214.0,-0.11,0.0
25224.0,-0.04,0.0
25234.0,-0.02,0.0
25243.0,-0.1,0.0
25252.0,-0.17,0.0
25263.0,-0.12,0.0
25272.0,-0.07,0.0
25282.0,-0.13,0.0
25291.0,-0.13,0.0
25300.0,-0.13,0.0
25311.0,-0.11,0.0
25320.0,-0.13,0.0
25330.0,-0.17,0.0
25339.0,-0.2,0.0
25349.0,-0.22,0.0
25359.0,-0.18,0.0
25368.0,-0.16,0.0
25378.0,-0.19,0.0
25388.0,-0.22,0.0
25397.0,-0.25,0.0
25407.0,-0.17,0.0
25416.0,-0.13,0.0
25426.0,-0.11,0.0
25436.0,-0.17,0.0
25445.0,-0.19,0.0
25455.0,-0.2,0.0
25464.0,-0.14,0.0
25475.0,-0.13,0.0
25484.0,-0.11,0.0
25493.0,-0.13,0.0
25503.0,-0.15,0.0
25512.0,-0.12,0.0
25522.0,-0.1,0.0
25532.0,-0.04,0.0
25541.0,-0.09,0.0
25551.0,-0.1,0.0
25561.0,-0.16,0.0
25570.0,-0.15,0.0
25580.0,-0.09,0.0
25589.0,-0.05,0.0
25600.0,-0.1,0.0
25609.0,-0.08,0.0
25618.0,-0.03,0.0
25628.0,-0.01,0.0
25637.0,-0.06,0.0
25648.0,-0.14,0.0
25657.0,-0.07,0.0
25666.0,-0.04,0.0
25676.0,-0.12,0.0
25686.0,-0.04,0.0
25696.0,-0.01,0.0
25705.0,-0.03,0.0
25714.0,-0.12,0.0
25724.0,-0.07,0.0
25734.0,-0.14,0.0
25744.0,-0.08,0.0
25753.0,-0.08,0.0
25762.0,-0.12,0.0
25773.0,-0.06,0.0
25782.0,-0.07,0.0
25792.0,-0.07,0.0
25801.0,-0.07,0.0
25810.0,-0.09,0.0
25821.0,-0.15,0.0
25830.0,-0.12,0.0
25840.0,-0.1,0.0
25849.0,-0.11,0.0
25859.0,-0.09,0.0
25869.0,-0.13,0.0
25878.0,-0.15,0.0
25888.0,-0.13,0.0
25897.0,-0.12,0.0
25907.0,-0.12,0.0
25917.0,-0.14,0.0
25926.0,-0.17,0.0
25936.0,-0.2,0.0
25946.0,-0.14,0.0
25955.0,-0.13,0.0
25965.0,-0.13,0.0
25974.0,-0.14,0.0
25985.0,-0.15,0.0
25994.0,-0.22,0.0
26003.0,-0.19,0.0
26013.0,-0.14,0.0
26022.0,-0.12,0.0
26032.0,-0.19,0.0
26042.0,-0.22,0.0
26051.0,-0.15,0.0
26061.0,-0.09,0.0
26071.0,-0.16,0.0
26080.0,-0.23,0.0
26090.0,-0.26,0.0
26099.0,-0.19,0.0
26109.0,-0.13,0.0
26119.0,-0.11,0.0
26128.0,-0.19,0.0
26138.0,-0.14,0.0
26147.0,-0.07,0.0
26158.0,-0.11,0.0
26167.0,-0.18,0.0
26176.0,-0.11,0.0
26186.0,-0.06,0.0
26195.0,-0.05,0.0
26206.0,-0.09,0.0
26215.0,-0.07,0.0
26224.0,-0.04,0.0
26234.0,-0.09,0.0
26244.0,-0.02,0.0
26254.0,-0.11,0.0
26263.0,-0.03,0.0
26272.0,-0.04,0.0
26283.0,-0.03,0.0
26292.0,-0.03,0.0
26302.0,-0.01,0.0
26311.0,0.09,0.0
26320.0,0.02,0.0
26331.0,-0.09,0.0
26340.0,-0.17,0.0
26350.0,-0.19,0.0
26359.0,-0.2,0.0
26369.0,-0.14,0.0
26379.0,-0.12,0.0
26388.0,-0.16,0.0
26398.0,-0.2,0.0
26407.0,-0.25,0.0
26417.0,-0.2,0.0
26427.0,-0.17,0.0
26436.0,-0.26,0.0
26445.0,-0.31,0.0
26456.0,-0.29,0.0
26465.0,-0.22,0.0
26475.0,-0.2,0.0
26484.0,-0.28,0.0
26493.0,-0.29,0.0
26504.0,-0.23,0.0
26513.0,-0.18,0.0
26523.0,-0.13,0.0
26532.0,-0.21,0.0
26542.0,-0.17,0.0
26552.0,-0.11,0.0
26561.0,-0.07,0.0
26571.0,-0.15,0.0
26580.0,-0.16,0.0
26590.0,-0.09,0.0
26600.0,-0.02,0.0
26609.0,-0.1,0.0
26619.0,-0.11,0.0
26629.0,-0.19,0.0
26638.0,-0.12,0.0
26648.0,-0.05,0.0
26657.0,-0.04,0.0
26668.0,-0.1,0.0
26677.0,-0.05,0.0
26686.0,-0.01,0.0
26696.0,-0.09,0.0
26705.0,-0.05,0.0
26716.0,0.02,0.0
26725.0,-0.01,0.0
26734.0,-0.04,0.0
26744.0,-0.12,0.0
26754.0,-0.07,0.0
26764.0,-0.07,0.0
26773.0,-0.02,0.0
26782.0,0.05,0.0
26792.0,0.02,0.0
26802.0,0.02,0.0
26812.0,0.01,0.0
26821.0,0.01,0.0
26830.0,-0.1,0.0
26841.0,-0.08,0.0
26850.0,-0.04,0.0
26860.0,0.04,0.0
26869.0,-0.01,0.0
26878.0,-0.08,0.0
26889.0,-0.08,0.0
26898.0,-0.05,0.0
26908.0,-0.03,0.0
26917.0,-0.07,0.0
26927.0,-0.11,0.0
26937.0,-0.13,0.0
26946.0,-0.13,0.0
26956.0,-0.1,0.0
26966.0,-0.09,0.0
26975.0,-0.12,0.0
26985.0,-0.16,0.0
26994.0,-0.19,0.0
27003.0,-0.1,0.0
27014.0,-0.06,0.0
27023.0,-0.04,0.0
27033.0,-0.1,0.0
27042.0,-0.13,0.0
27052.0,-0.08,0.0
27062.0,-0.03,0.0
27071.0,0.01,0.0
27081.0,-0.06,0.0
27090.0,-0.14,0.0
27100.0,-0.07,0.0
27110.0,-0.01,0.0
27119.0,-0.05,0.0
27129.0,-0.14,0.0
27139.0,-0.08,0.0
27148.0,-0.0,0.0
27158.0,0.04,0.0
27167.0,-0.04,0.0
27177.0,-0.1,0.0
27187.0,-0.07,0.0
27196.0,0.0,0.0
27206.0,0.02,0.0
27215.0,-0.07,0.0
27226.0,-0.1,0.0
27235.0,-0.04,0.0
27244.0,-0.04,0.0
27254.0,-0.0,0.0
27264.0,-0.05,0.0
27274.0,-0.12,0.0
27283.0,-0.09,0.0
27292.0,-0.04,0.0
27302.0,-0.05,0.0
27312.0,-0.05,0.0
27322.0,-0.04,0.0
27331.0,0.01,0.0
27340.0,0.03,0.0
27351.0,-0.09,0.0
27360.0,-0.16,0.0
27369.0,-0.14,0.0
27379.0,-0.09,0.0
27388.0,-0.04,0.0
27399.0,-0.08,0.0
27408.0,-0.14,0.0
27417.0,-0.16,0.0
27427.0,-0.15,0.0
27437.0,-0.11,0.0
27447.0,-0.11,0.0
27456.0,-0.15,0.0
27465.0,-0.2,0.0
27475.0,-0.18,0.0
27485.0,-0.14,0.0
27495.0,-0.11,0.0
27504.0,-0.14,0.0
27513.0,-0.2,0.0
27524.0,-0.15,0.0
27533.0,-0.1,0.0
27543.0,-0.07,0.0
27552.0,-0.15,0.0
27561.0,-0.2,0.0
27572.0,-0.13,0.0
27581.0,-0.07,0.0
27591.0,-0.13,0.0
27600.0,-0.2,0.0
27610.0,-0.13,0.0
27620.0,-0.06,0.0
27629.0,-0.04,0.0
27639.0,-0.11,0.0
27649.0,-0.06,0.0
27658.0,0.02,0.0
27668.0,-0.04,0.0
27677.0,-0.12,0.0
27687.0,-0.19,0.0
27697.0,-0.19,0.0
27706.0,-0.13,0.0
27716.0,-0.08,0.0
27725.0,-0.16,0.0
27736.0,-0.09,0.0
27745.0,-0.04,0.0
27754.0,-0.07,0.0
27764.0,-0.12,0.0
27773.0,-0.15,0.0
27783.0,-0.13,0.0
27793.0,-0.07,0.0
27802.0,-0.12,0.0
27812.0,-0.17,0.0
27822.0,-0.16,0.0
27831.0,-0.16,0.0
27841.0,-0.15,0.0
27850.0,-0.18,0.0
27860.0,-0.18,0.0
27870.0,-0.18,0.0
27879.0,-0.14,0.0
27889.0,-0.15,0.0
27898.0,-0.15,0.0
27909.0,-0.13,0.0
27918.0,-0.06,0.0
27927.0,-0.1,0.0
27937.0,-0.21,0.0
27947.0,-0.25,0.0
27957.0,-0.29,0.0
27966.0,-0.25,0.0
27975.0,-0.24,0.0
27985.0,-0.2,0.0
27995.0,-0.26,0.0
28005.0,-0.27,0.0
28014.0,-0.25,0.0
28023.0,-0.22,0.0
28034.0,-0.18,0.0
28043.0,-0.23,0.0
28053.0,-0.29,0.0
28062.0,-0.27,0.0
28071.0,-0.2,0.0
28082.0,-0.15,0.0
28091.0,-0.24,0.0
28101.0,-0.25,0.0
28110.0,-0.17,0.0
28120.0,-0.11,0.0
28130.0,-0.17,0.0
28139.0,-0.2,0.0
28149.0,-0.13,0.0
28158.0,-0.06,0.0
28168.0,-0.1,0.0
28178.0,-0.17,0.0
28187.0,-0.16,0.0
28196.0,-0.1,0.0
28207.0,-0.08,0.0
28216.0,-0.08,0.0
28226.0,-0.06,0.0
28235.0,-0.15,0.0
28244.0,-0.14,0.0
28255.0,-0.08,0.0
28264.0,-0.11,0.0
28274.0,-0.1,0.0
28283.0,-0.11,0.0
28293.0,-0.14,0.0
28303.0,-0.07,0.0
28312.0,-0.13,0.0
28322.0,-0.13,0.0
28332.0,-0.14,0.0
28341.0,-0.12,0.0
28351.0,-0.08,0.0
28360.0,-0.05,0.0
28370.0,-0.19,0.0
28380.0,-0.27,0.0
28389.0,-0.24,0.0
28399.0,-0.21,0.0
28408.0,-0.22,0.0
28419.0,-0.29,0.0
28428.0,-0.33,0.0
28437.0,-0.31,0.0
28447.0,-0.26,0.0
28456.0,-0.21,0.0
28467.0,-0.27,0.0
28476.0,-0.36,0.0
28485.0,-0.38,0.0
28495.0,-0.41,0.0
28505.0,-0.36,0.0
28515.0,-0.35,0.0
28524.0,-0.34,0.0
28533.0,-0.39,0.0
28544.0,-0.4,0.0
28553.0,-0.42,0.0
28563.0,-0.36,0.0
28572.0,-0.36,0.0
28581.0,-0.34,0.0
28592.0,-0.39,0.0
28601.0,-0.39,0.0
28610.0,-0.32,0.0
28620.0,-0.29,0.0
28630.0,-0.28,0.0
28640.0,-0.27,0.0
28649.0,-0.25,0.0
28658.0,-0.23,0.0
28668.0,-0.22,0.0
28678.0,-0.18,0.0
28688.0,-0.11,0.0
28697.0,-0.12,0.0
28706.0,-0.16,0.0
28717.0,-0.09,0.0
28726.0,-0.12,0.0
28736.0,-0.16,0.0
28745.0,-0.17,0.0
28754.0,-0.17,0.0
28765.0,-0.11,0.0
28774.0,-0.05,0.0
28784.0,-0.09,0.0
28793.0,-0.14,0.0
28803.0,-0.09,0.0
28813.0,-0.02,2.29
28822.0,-0.11,2.29
28832.0,-0.12,2.29
28841.0,-0.1,2.29
28851.0,0.11,2.29
28861.0,0.5,2.29
28870.0,1.22,2.29
28880.0,2.07,2.29
28890.0,2.64,2.29
28899.0,2.62,2.29
28909.0,2.24,2.29
28918.0,1.84,2.29
28928.0,1.86,2.29
28938.0,2.16,2.29
28947.0,2.57,2.29
28957.0,2.73,2.29
28966.0,2.57,2.29
28976.0,2.26,2.29
28986.0,2.14,2.29
28995.0,2.13,2.29
29005.0,2.37,2.29
29015.0,2.54,2.29
29024.0,2.58,2.29
29034.0,2.53,2.29
29043.0,2.41,2.29
29053.0,2.36,2.29
29063.0,2.36,2.29
29072.0,2.46,2.29
29082.0,2.49,2.29
29091.0,2.48,2.29
29102.0,2.4,2.29
29111.0,2.35,2.29
29120.0,2.43,2.29
29130.0,2.49,2.29
29139.0,2.51,2.29
29150.0,2.42,2.29
29159.0,2.35,2.29
29168.0,2.41,2.29
29178.0,2.47,2.29
29188.0,2.37,2.29
29198.0,2.29,2.29
29207.0,2.34,2.29
29216.0,2.41,2.29
29227.0,2.48,2.29
29236.0,2.39,2.29
29246.0,2.31,2.29
29255.0,2.38,2.29
29264.0,2.45,2.29
29275.0,2.37,2.29
29284.0,2.34,2.29
29293.0,2.27,2.29
29303.0,2.34,2.29
29313.0,2.41,2.29
29323.0,2.48,0.0
29332.0,2.4,0.0
29341.0,2.4,0.0
29351.0,2.26,0.0
29361.0,1.84,0.0
29371.0,1.21,0.0
29380.0,0.55,0.0
29389.0,0.0,0.0
29400.0,-0.13,0.0
29409.0,0.01,0.0
29419.0,0.25,0.0
29428.0,0.34,0.0
29437.0,0.23,0.0
29448.0,0.03,0.0
29457.0,-0.04,0.0
29467.0,-0.01,0.0
29476.0,0.09,0.0
29486.0,0.13,0.0
29496.0,0.07,0.0
29505.0,-0.01,0.0
29515.0,-0.03,0.0
29524.0,0.08,0.0
29534.0,0.15,0.0
29544.0,0.12,0.0
29553.0,0.15,0.0
29563.0,0.1,0.0
29573.0,0.05,0.0
29582.0,0.01,0.0
29592.0,0.07,0.0
29601.0,0.12,0.0
29612.0,0.1,0.0
29621.0,0.03,0.0
29630.0,0.08,0.0
29640.0,0.14,0.0
29649.0,0.16,0.0
29659.0,0.08,0.0
29669.0,0.1,0.0
29678.0,0.16,0.0
29688.0,0.18,0.0
29698.0,0.24,0.0
29707.0,0.17,0.0
29717.0,0.16,0.0
29726.0,0.19,0.0
29736.0,0.24,0.0
29746.0,0.17,0.0
29755.0,0.15,0.0
29765.0,0.22,0.0
29774.0,0.27,0.0
29785.0,0.24,0.0
29794.0,0.27,0.0
29803.0,0.23,0.0
29813.0,0.24,0.0
29822.0,0.28,0.0
29833.0,0.22,4.58
29842.0,0.16,4.58
29851.0,0.23,4.58
29861.0,0.2,4.58
29871.0,0.36,4.58
29881.0,1.08,4.58
29890.0,2.31,4.58
29899.0,3.6,4.58
29910.0,4.55,4.58
29919.0,4.67,4.58
29928.0,4.45,4.58
29938.0,4.0,4.58
29947.0,3.74,4.58
29958.0,3.99,4.58
29967.0,4.44,4.58
29977.0,4.87,4.58
29986.0,4.83,4.58
29996.0,4.53,4.58
30006.0,4.23,4.58
30015.0,4.24,4.58
30024.0,4.43,4.58
30034.0,4.69,4.58
30044.0,4.74,4.58
30054.0,4.69,4.58
30063.0,4.48,4.58
30072.0,4.38,4.58
30083.0,4.37,4.58
30092.0,4.51,4.58
30102.0,4.56,4.58
30111.0,4.59,4.58
30120.0,4.5,4.58
30131.0,4.44,4.58
30140.0,4.53,4.58
30150.0,4.59,4.58
30159.0,4.65,4.58
30169.0,4.57,4.58
30179.0,4.52,4.58
30188.0,4.59,4.58
30198.0,4.66,4.58
30208.0,4.57,4.58
30217.0,4.54,4.58
30227.0,4.61,4.58
30236.0,4.68,4.58
30246.0,4.74,4.58
30256.0,4.74,4.58
30265.0,4.81,4.58
30275.0,4.87,4.58
30284.0,4.78,4.58
30295.0,4.72,4.58
30304.0,4.79,4.58
30313.0,4.86,4.58
30323.0,4.94,4.58
30332.0,4.99,4.58
30343.0,4.98,0.0
30352.0,4.98,0.0
30361.0,5.05,0.0
30371.0,4.96,0.0
30381.0,4.31,0.0
30391.0,3.1,0.0
30400.0,1.79,0.0
30409.0,0.72,0.0
30419.0,0.42,0.0
30429.0,0.63,0.0
30438.0,0.84,0.0
30448.0,0.95,0.0
30457.0,0.88,0.0
30468.0,0.63,0.0
30477.0,0.38,0.0
30486.0,0.4,0.0
30496.0,0.59,0.0
30505.0,0.74,0.0
30516.0,0.72,0.0
30525.0,0.52,0.0
30534.0,0.41,0.0
30544.0,0.4,0.0
30554.0,0.52,0.0
30564.0,0.56,0.0
30573.0,0.45,0.0
30582.0,0.38,0.0
30593.0,0.34,0.0
30602.0,0.43,0.0
30612.0,0.48,0.0
30621.0,0.5,0.0
30630.0,0.43,0.0
30641.0,0.36,0.0
30650.0,0.43,0.0
30660.0,0.47,0.0
30669.0,0.39,0.0
30679.0,0.32,0.0
30689.0,0.39,0.0
30698.0,0.44,0.0
30708.0,0.35,0.0
30717.0,0.28,0.0
30727.0,0.2,0.0
30737.0,0.25,0.0
30746.0,0.28,0.0
30756.0,0.33,0.0
30766.0,0.23,0.0
30775.0,0.15,0.0
30785.0,0.16,0.0
30794.0,0.24,0.0
30803.0,0.24,0.0
30814.0,0.16,0.0
30823.0,0.12,0.0
30833.0,0.19,0.0
30842.0,0.16,6.3
30852.0,0.11,6.3
30862.0,0.04,6.3
30871.0,0.14,6.3
30881.0,0.84,6.3
30891.0,2.14,6.3
30900.0,3.58,6.3
30910.0,4.9,6.3
30919.0,5.66,6.3
30929.0,5.88,6.3
30939.0,5.85,6.3
30948.0,5.82,6.3
30958.0,5.87,6.3
30967.0,6.04,6.3
30978.0,6.13,6.3
30987.0,6.18,6.3
30996.0,6.12,6.3
31006.0,6.07,6.3
31015.0,6.12,6.3
31026.0,6.16,6.3
31035.0,6.18,6.3
31044.0,6.16,6.3
31054.0,6.18,6.3
31064.0,6.22,6.3
31074.0,6.23,6.3
31083.0,6.3,6.3
31092.0,6.32,6.3
31102.0,6.3,6.3
31112.0,6.3,6.3
31122.0,6.38,6.3
31131.0,6.39,6.3
31140.0,6.39,6.3
31151.0,6.37,6.3
31160.0,6.4,6.3
31169.0,6.47,6.3
31179.0,6.44,6.3
31188.0,6.39,6.3
31199.0,6.38,6.3
31208.0,6.3,6.3
31217.0,6.32,6.3
31227.0,6.39,6.3
31237.0,6.42,6.3
31247.0,6.47,6.3
31256.0,6.48,6.3
31265.0,6.49,6.3
31276.0,6.56,6.3
31285.0,6.48,6.3
31295.0,6.41,6.3
31304.0,6.45,6.3
31313.0,6.38,6.3
31324.0,6.43,6.3
31333.0,6.48,6.3
31343.0,6.51,6.3
31352.0,6.56,0.0
31362.0,6.49,0.0
31372.0,6.5,0.0
31381.0,6.52,0.0
31391.0,6.5,0.0
31400.0,6.1,0.0
31410.0,5.04,0.0
31420.0,3.63,0.0
31429.0,2.19,0.0
31439.0,1.09,0.0
31449.0,0.56,0.0
31458.0,0.49,0.0
31468.0,0.62,0.0
31477.0,0.76,0.0
31488.0,0.71,0.0
31497.0,0.59,0.0
31506.0,0.48,0.0
31516.0,0.49,0.0
31525.0,0.51,0.0
31535.0,0.62,0.0
31545.0,0.61,0.0
31554.0,0.54,0.0
31564.0,0.47,0.0
31574.0,0.46,0.0
